1,157.25.5.193,157.25.5.193,1.853,52.2394,21.0362
2,157.25.3.169,157.25.3.169,9.770,52.2394,21.0362
3,plwaw3-so-5-0-0-0.net.ipartners.pl,157.25.3.97,9.788,52.2394,21.0362
4,fra-tr1-p0-1-1.gtsce.net,195.39.208.69,29.783,46,25
5,t2a4-ge5-0.de-fra.eu.bt.net,166.49.147.133,34.998,51.5142,-0.0931
6,t2c2-ge6-0.de-fra.eu.bt.net,166.49.172.12,35.174,51.5142,-0.0931
7,t2a7-ge7-0-0.de-fra.eu.bt.net,166.49.172.102,26.978,51.5142,-0.0931
8,de-cix10.net.google.com,80.81.192.108,24.971,50.1167,8.6833
9,209.85.249.178,209.85.249.178,25.064,37.751,-97.822
10,72.14.233.104,72.14.233.104,42.075,37.4192,-122.0574
11,72.14.236.220,72.14.236.220,128.194,37.4192,-122.0574
12,72.14.233.115,72.14.233.115,128.182,37.4192,-122.0574
13,66.249.94.90,66.249.94.90,126.193,37.4192,-122.0574
14,66.249.94.50,66.249.94.50,141.916,37.4192,-122.0574
15,eh-in-f191.google.com,72.14.207.191,126.714,37.4192,-122.0574
