1,157.25.5.193,157.25.5.193,8.030,52.2394,21.0362
2,157.25.3.169,157.25.3.169,9.771,52.2394,21.0362
3,gsr1-pos10-0.net.ipartners.pl,157.25.3.105,9.749,52.2394,21.0362
4,195.39.208.157,195.39.208.157,19.789,46,25
5,ge-3-2-0-ycr1.vie.cw.net,208.175.238.121,14.372,37.751,-97.822
6,ge-0-2-0-ycr2.vie.cw.net,208.175.238.130,14.477,37.751,-97.822
7,so-7-0-0-0-dcr2.fra.cw.net,195.2.9.129,27.848,47,8
8,as0-dcr1.fra.cw.net,195.2.10.157,29.892,47,8
9,so-4-0-0-dcr1.par.cw.net,195.2.10.142,36.487,47,8
10,so-0-0-0-dcr1.was.cw.net,195.2.10.117,111.986,47,8
11,cr2-loopback.dck.savvis.net,206.24.226.71,491.639,38.65,-90.5334
12,cr1-tengig-0-15-0-0.Washington.savvis.net,204.70.196.101,194.605,38.65,-90.5334
13,cr2-pos-0-0-3-1.Atlanta.savvis.net,204.70.192.65,195.080,38.65,-90.5334
14,dcr2-so-2-0-0.dallas.savvis.net,204.70.192.70,166.900,38.65,-90.5334
15,dcr1-so-6-0-0.dallas.savvis.net,204.70.192.49,162.426,38.65,-90.5334
16,cr2-loopback.lay.savvis.net,208.172.34.71,198.495,38.65,-90.5334
17,208.173.56.198,208.173.56.198,678.597,38.65,-90.5334
18,202.97.51.33,202.97.51.33,573.703,34.7725,113.7266
19,202.97.33.13,202.97.33.13,674.949,34.7725,113.7266
20,202.101.63.233,202.101.63.233,584.394,34.7725,113.7266
21,*,*,*,,
22,222.72.243.242,222.72.243.242,585.096,31.0456,121.3997
23,*,*,*,,
24,*,*,*,,
25,*,*,*,,
26,*,*,*,,
27,*,*,*,,
28,*,*,*,,
29,*,*,*,,
