1,FE-3-0-100M-CORE,202.59.80.2,1.041,30,70
2,10.10.80.1,10.10.80.1,2.126,0,0
3,117.20.21.21,117.20.21.21,2.299,24.9056,67.0822
4,221.132.112.213,221.132.112.213,22.568,24.9056,67.0822
5,62.216.145.73,62.216.145.73,176.384,51.4964,-0.1224
6,so-1-3-0.0.cjr02.ldn004.flagtel.com,62.216.128.198,177.256,51.4964,-0.1224
7,195.66.224.125,195.66.224.125,177.682,51.5142,-0.0931
8,209.85.252.40,209.85.252.40,176.859,37.751,-97.822
9,66.249.95.146,66.249.95.146,250.096,37.4192,-122.0574
10,216.239.46.227,216.239.46.227,274.535,37.3688,-122.0363
11,72.14.233.116,72.14.233.116,341.311,37.4192,-122.0574
12,66.249.95.210,66.249.95.210,335.927,37.4192,-122.0574
13,72.14.233.119,72.14.233.119,361.751,37.4192,-122.0574
14,72.14.233.29,72.14.233.29,342.366,37.4192,-122.0574
15,72.14.239.12,72.14.239.12,340.256,37.4192,-122.0574
16,72.14.233.14,72.14.233.14,341.978,37.4192,-122.0574
17,po-in-f103.google.com,72.14.253.103,341.024,41.2307,-96.1178
