1,FE-3-0-100M-CORE,202.59.80.2,0.617,30,70
2,10.10.80.1,10.10.80.1,1.420,0,0
3,117.20.21.21,117.20.21.21,2.390,24.9056,67.0822
4,221.132.112.213,221.132.112.213,21.615,24.9056,67.0822
5,62.216.145.73,62.216.145.73,176.888,51.4964,-0.1224
6,so-5-1-0.0.cjr02.ldn004.flagtel.com,62.216.129.150,176.615,51.4964,-0.1224
7,so-5-2-0.0.cjr01.nyc005.flagtel.com,62.216.128.73,244.567,51.4964,-0.1224
8,NYIIX.IIJ.Net,198.32.160.42,245.252,40.6056,-74.1799
9,nyc002bb01.IIJ.Net,216.98.96.217,250.139,40.7588,-73.968
10,sjc002bb01.IIJ.net,216.98.96.179,334.090,40.7588,-73.968
11,osk004bb01.IIJ.Net,216.98.96.186,464.643,40.7588,-73.968
12,osk004ip51.IIJ.Net,58.138.106.182,441.802,35.685,139.7514
13,210.130.135.218,210.130.135.218,442.145,35.69,139.69
14,124.83.128.30,124.83.128.30,444.068,35.69,139.69
15,124.83.128.90,124.83.128.90,443.456,35.69,139.69
16,124.83.128.90,124.83.128.90,*,35.69,139.69
17,124.83.128.90,124.83.128.90,439.304,35.69,139.69
