1,FE-3-0-100M-CORE,202.59.80.2,0.857,30,70
2,10.10.80.1,10.10.80.1,2.280,0,0
3,117.20.21.21,117.20.21.21,2.125,24.9056,67.0822
4,221.132.112.213,221.132.112.213,23.284,24.9056,67.0822
5,pos1-0.gw9.lnd10.alter.net,158.43.65.33,163.126,51.4964,-0.1224
6,POS6-0.CR1.LND10.ALTER.NET,158.43.150.121,160.984,51.4964,-0.1224
7,so-7-0-0.XR1.LND9.ALTER.NET,158.43.150.98,161.251,51.4964,-0.1224
8,so-2-0-0.TL1.LND9.ALTER.NET,146.188.15.33,159.399,52.2,0.1167
9,so-6-0-0.IR2.DCA4.ALTER.NET,146.188.8.173,240.943,52.2,0.1167
10,0.so-0-0-0.IL2.DCA6.ALTER.NET,146.188.13.41,270.922,52.2,0.1167
11,0.ge-7-1-0.XT2.LAX7.ALTER.NET,152.63.10.142,328.604,37.751,-97.822
12,GigE7-0-0.IG2.LAX7.ALTER.NET,152.63.118.37,334.107,37.751,-97.822
13,cnc-gw.customer.alter.net,157.130.224.142,510.374,34.1444,-118.8935
14,202.96.12.161,202.96.12.161,512.682,39.9289,116.3883
15,202.96.12.162,202.96.12.162,515.469,39.9289,116.3883
16,61.148.3.34,61.148.3.34,516.588,39.9289,116.3883
17,202.106.43.66,202.106.43.66,514.719,39.9289,116.3883
18,*,*,*,,
19,*,*,*,,
20,*,*,*,,
21,*,*,*,,
22,*,*,*,,
23,*,*,*,,
24,*,*,*,,
25,*,*,*,,
26,*,*,*,,
27,*,*,*,,
28,*,*,*,,
29,*,*,*,,
30,*,*,*,,
