1,203.77.236.1,203.77.236.1,4.036,-6.1744,106.8294
2,id-rcore-nit-227.21.central.net.id,203.77.227.21,10.647,-6.1744,106.8294
3,id-rcore-ox-236-22,203.77.236.22,2.585,-6.1744,106.8294
4,202.146.251.173,202.146.251.173,2.731,-6.9039,107.6186
5,202.149.94.33,202.149.94.33,7.203,-6.1744,106.8294
6,202.152.164.189,202.152.164.189,4.865,-6.1744,106.8294
7,202.93.46.5,202.93.46.5,5.041,-6.1744,106.8294
8,500.POS2-1.IG2.SAC1.ALTER.NET,157.130.210.217,196.200,37.7691,-122.4449
9,0.so-5-3-0.XT2.SAC1.ALTER.NET,152.63.54.118,195.410,37.751,-97.822
10,152.63.1.69,152.63.1.69,218.410,37.751,-97.822
11,0.so-7-0-0.BR1.SCL2.ALTER.NET,152.63.57.101,215.791,37.751,-97.822
12,p2-2.core01.sjc03.atlas.cogentco.com,154.54.11.21,204.027,37.751,-97.822
13,t3-3.mpd01.sjc03.atlas.cogentco.com,154.54.6.118,201.956,37.751,-97.822
14,v3499.mpd01.sjc01.atlas.cogentco.com,154.54.6.237,231.185,37.751,-97.822
15,t2-1.mpd02.sfo01.atlas.cogentco.com,154.54.1.25,278.861,37.751,-97.822
16,t4-2.mpd01.sfo02.atlas.cogentco.com,154.54.3.122,209.531,37.751,-97.822
17,sona_networks.demarc.cogentco.com,38.101.48.78,202.687,25.6937,-80.1628
18,204.13.51.244,204.13.51.244,202.969,44.6533,-63.6675
