1,203.77.236.1,203.77.236.1,3.746,-6.1744,106.8294
2,id-rcore-nit-227.21.central.net.id,203.77.227.21,4.541,-6.1744,106.8294
3,id-rcore-ox-236-22,203.77.236.22,8.071,-6.1744,106.8294
4,202.146.251.173,202.146.251.173,12.365,-6.9039,107.6186
5,202.149.94.33,202.149.94.33,7.084,-6.1744,106.8294
6,202.152.164.189,202.152.164.189,11.721,-6.1744,106.8294
7,202.93.46.21,202.93.46.21,6.556,-6.1744,106.8294
8,157.130.195.13,157.130.195.13,197.235,37.9624,-122.555
9,0.so-5-3-0.XT1.SAC1.ALTER.NET,152.63.54.114,213.557,37.751,-97.822
10,0.so-4-0-0.XL1.SJC7.ALTER.NET,152.63.48.6,213.282,37.751,-97.822
11,0.so-6-0-0.BR1.SJC7.ALTER.NET,152.63.48.249,214.383,37.751,-97.822
12,4.68.63.137,4.68.63.137,203.164,39.7392,-104.9847
13,vlan89.csw3.SanJose1.Level3.net,4.68.18.190,210.123,37.751,-97.822
14,ae-62-62.ebr2.SanJose1.Level3.net,4.69.134.209,204.394,37.751,-97.822
15,ae-4-4.car2.SanFrancisco1.Level3.net,4.69.133.157,268.753,37.751,-97.822
16,*,*,*,,
17,*,*,*,,
18,*,*,*,,
19,*,*,*,,
20,*,*,*,,
21,*,*,*,,
22,*,*,*,,
23,*,*,*,,
24,*,*,*,,
25,*,*,*,,
26,*,*,*,,
27,*,*,*,,
28,*,*,*,,
29,*,*,*,,
30,*,*,*,,
