1,Vlan154.DEL-ISP-COR-SWH-002.mantraonline.com,61.95.250.140,0.475,28.6,77.2
2,59.145.7.38,59.145.7.38,36.916,28.6,77.2
3,202.56.223.17,202.56.223.17,36.909,28.6,77.2
4,12.118.94.17,12.118.94.17,299.756,37.751,-97.822
5,tbr2.n54ny.ip.att.net,12.122.82.158,315.695,37.751,-97.822
6,cr1.n54ny.ip.att.net,12.122.16.225,311.628,37.751,-97.822
7,cr1.cgcil.ip.att.net,12.122.1.190,314.902,37.751,-97.822
8,tbr2.cgcil.ip.att.net,12.122.17.194,316.154,37.751,-97.822
9,tbr2.st6wa.ip.att.net,12.122.10.62,315.758,37.751,-97.822
10,12.127.6.206,12.127.6.206,315.034,37.751,-97.822
11,12.127.70.6,12.127.70.6,314.933,37.751,-97.822
12,ge-0-3-0-44.wst-64cb-1a.ntwk.msn.net,207.46.39.194,315.129,47.6801,-122.1206
13,ge-6-1-0-0.tuk-64cb-1a.ntwk.msn.net,207.46.35.2,315.825,47.6801,-122.1206
14,ten1-4.tuk-76c-1a.ntwk.msn.net,207.46.36.33,315.605,47.6801,-122.1206
15,po14.tuk-65ns-mcs-1a.ntwk.msn.net,207.46.35.134,315.530,47.6801,-122.1206
16,*,*,*,,
17,*,*,*,,
18,*,*,*,,
19,po14.tuk-65ns-mcs-1a.ntwk.msn.net,207.46.35.134,*,47.6801,-122.1206
20,*,*,*,,
21,*,*,*,,
22,*,*,*,,
23,*,*,*,,
24,*,*,*,,
25,*,*,*,,
26,*,*,*,,
27,*,*,*,,
28,*,*,*,,
29,*,*,*,,
30,*,*,*,,
