1,Vlan154.DEL-ISP-COR-SWH-002.mantraonline.com,61.95.250.140,1.378,28.6,77.2
2,202.56.223.213,202.56.223.213,37.512,28.6,77.2
3,203.101.100.221,203.101.100.221,37.103,28.6,77.2
4,125.21.167.153,125.21.167.153,37.149,28.6,77.2
5,203.208.190.177,203.208.190.177,68.995,1.2855,103.8565
6,ge-0-1-2-0.sngtp-dr1.ix.singtel.com,203.208.149.210,68.920,1.2855,103.8565
7,ge-2-0-0-0.sngtp-ar3.ix.singtel.com,203.208.183.20,69.104,1.2855,103.8565
8,203.208.151.26,203.208.151.26,354.160,1.2855,103.8565
9,219.158.3.205,219.158.3.205,367.916,34.7725,113.7266
10,219.158.4.185,219.158.4.185,467.413,34.7725,113.7266
11,219.158.8.234,219.158.8.234,478.227,34.7725,113.7266
12,*,202.99.66.170,202.99.66.170,39.1422,117.1767
13,60.28.31.126,60.28.31.126,648.619,39.1422,117.1767
14,60.28.31.106,60.28.31.106,660.961,39.1422,117.1767
15,60.28.253.254,60.28.253.254,649.708,39.1422,117.1767
16,*,*,*,,
17,*,*,*,,
18,*,*,*,,
19,*,*,*,,
20,*,*,*,,
21,*,*,*,,
22,*,*,*,,
23,*,*,*,,
24,*,*,*,,
25,*,*,*,,
26,*,*,*,,
27,*,*,*,,
28,*,*,*,,
29,*,*,*,,
30,*,*,*,,
