1,fe0-0.chr01-kent-syd.comindico.com.au,203.220.0.1,0.650,-33.8972,151.1488
2,ge1-10.dls02-kent-syd.comindico.com.au,203.220.112.176,0.710,-37.9181,145.0354
3,141.112.220.203.unassigned.comindico.com.au,203.220.112.141,0.605,-37.9181,145.0354
4,202.139.19.1,202.139.19.1,1.003,-33.494,143.2104
5,203.208.148.5,203.208.148.5,158.143,1.2855,103.8565
6,203.208.169.154,203.208.169.154,157.835,1.2855,103.8565
7,216.239.43.126,216.239.43.126,174.241,37.3688,-122.0363
8,72.14.233.45,72.14.233.45,180.927,37.4192,-122.0574
9,72.14.233.29,72.14.233.29,174.069,37.4192,-122.0574
10,72.14.233.14,72.14.233.14,185.114,37.4192,-122.0574
11,po-in-f104.google.com,72.14.253.104,176.224,41.2307,-96.1178
