1,anake000br004.thalamus.net,212.31.160.254,0.479,56.4322,12.8333
2,static-213.187.192.29.addr.tdcsong.se,213.187.192.29,1.283,56.1667,14.85
3,tge2-3-54.ign-p2.got.se.sn.net,194.100.250.21,31.789,60.1708,24.9375
4,ge2-2.th2-peer1.lon.se.sn.net,213.88.255.86,32.064,59.3247,18.056
5,gsr12012.lon.he.net,195.66.224.21,31.783,51.5142,-0.0931
6,10gigabitethernet2-3.core1.nyc4.he.net,72.52.92.77,100.230,37.5497,-121.9621
7,10gigabitethernet3-1.core1.sjc2.he.net,72.52.92.25,179.583,37.5497,-121.9621
8,10gigabitethernet3-2.core1.pao1.he.net,72.52.92.69,180.241,37.5497,-121.9621
9,64.71.163.22,64.71.163.22,170.315,37.5497,-121.9621
10,tyo-gw1-pos4-1.gw.odn.ad.jp,210.142.161.61,294.070,35.69,139.69
11,tyork-05-pos12-0.gw.odn.ad.jp,210.142.161.77,291.523,35.69,139.69
12,TYOrw-10T1-1.nw.odn.ad.jp,143.90.192.66,291.876,35.69,139.69
13,214.211131233.odn.ne.jp,211.131.233.214,291.239,35.69,139.69
14,124.83.128.26,124.83.128.26,293.421,35.69,139.69
15,124.83.128.42,124.83.128.42,307.113,35.69,139.69
16,*,124.83.128.42,124.83.128.42,35.69,139.69
17,*,*,*,,
18,124.83.128.42,124.83.128.42,307.210,35.69,139.69
19,*,124.83.128.42,124.83.128.42,35.69,139.69
20,124.83.128.42,124.83.128.42,307.262,35.69,139.69
21,124.83.128.42,124.83.128.42,307.680,35.69,139.69
