1,80.82.140.227,80.82.140.227,0.249,51.5142,-0.0931
2,80.82.140.42,80.82.140.42,0.395,51.5142,-0.0931
3,195.72.128.121,195.72.128.121,0.866,51.4964,-0.1224
4,213.200.77.113,213.200.77.113,0.798,51.2993,9.491
5,89.149.186.77,89.149.186.77,0.762,53.3472,-6.2439
6,213.200.77.130,213.200.77.130,1.208,51.2993,9.491
7,4.68.116.65,4.68.116.65,1.328,37.751,-97.822
8,212.187.128.29,212.187.128.29,15.441,50.8333,-0.15
9,4.68.118.49,4.68.118.49,15.622,37.751,-97.822
10,195.122.131.250,195.122.131.250,15.554,51.4964,-0.1224
