1,csrouter2,192.41.170.23,*,-35.3164,150.4361
2,203.159.63.17,203.159.63.17,1.993,13.754,100.5014
3,202.183.212.161,202.183.212.161,2.151,13.754,100.5014
4,203.146.0.97,203.146.0.97,3.159,13.75,100.4667
5,210.1.45.161,210.1.45.161,3.719,13.75,100.4667
6,210.1.45.244,210.1.45.244,3.656,13.75,100.4667
7,202.183.136.1,202.183.136.1,55.738,13.75,100.4667
8,cor-sngeq1.csloxinfo.net,202.183.136.5,57.513,13.75,100.4667
9,Gi2-0-1.gw1.sin3.asianetcom.net,203.192.168.5,55.951,35.69,139.69
10,po4-2.cr1.hkg3.asianetcom.net,202.147.32.78,86.726,35.69,139.69
11,po3-0.cr1.nrt1.asianetcom.net,202.147.16.214,109.668,35.69,139.69
12,po3-0-0.gw2.sjc1.asianetcom.net,202.147.0.202,223.354,35.69,139.69
13,72.14.197.37,72.14.197.37,311.421,37.4192,-122.0574
14,209.85.250.79,209.85.250.79,302.817,37.751,-97.822
15,66.249.94.227,66.249.94.227,*,37.4192,-122.0574
16,216.239.49.198,216.239.49.198,308.752,47.7385,-122.3748
17,216.239.49.198,216.239.49.198,310.528,47.7385,-122.3748
18,209.85.250.144,209.85.250.144,314.678,37.751,-97.822
19,209.85.250.144,209.85.250.144,316.757,37.751,-97.822
20,64.233.174.125,64.233.174.125,314.427,34.0544,-118.244
21,pq-in-f87.google.com,209.85.141.87,314.449,37.751,-97.822
