1,csrouter2,192.41.170.23,0.587,-35.3164,150.4361
2,203.159.63.17,203.159.63.17,1.248,13.754,100.5014
3,202.183.212.161,202.183.212.161,2.637,13.754,100.5014
4,203.146.0.97,203.146.0.97,*,13.75,100.4667
5,210.1.46.161,210.1.46.161,*,13.75,100.4667
6,210.1.46.243,210.1.46.243,3.612,13.75,100.4667
7,202.183.160.18,202.183.160.18,21.703,13.75,100.4667
8,203.208.192.177,203.208.192.177,60.814,1.2855,103.8565
9,ge-4-0-2-0.sngtp-cr2.ix.singtel.com,203.208.149.74,60.204,1.2855,103.8565
10,ae0-0.sngtp-cr1.ix.singtel.com,203.208.183.57,60.044,1.2855,103.8565
11,so-7-0-0-0.plapx-cr2.ix.singtel.com,203.208.149.182,241.485,1.2855,103.8565
12,ae0-0.plapx-cr3.ix.singtel.com,203.208.154.174,242.302,1.2855,103.8565
13,ge-2-1-2-0.plapx-dr1.ix.singtel.com,203.208.168.130,*,1.2855,103.8565
14,203.208.154.30,203.208.154.30,216.848,1.2855,103.8565
15,*,*,*,,
16,208.65.153.253,208.65.153.253,215.936,37.751,-97.822
