1,csrouter2,192.41.170.23,0.438,-35.3164,150.4361
2,203.159.63.17,203.159.63.17,1.148,13.754,100.5014
3,202.183.212.161,202.183.212.161,2.499,13.754,100.5014
4,203.146.0.98,203.146.0.98,2.332,13.75,100.4667
5,210.1.46.161,210.1.46.161,3.257,13.75,100.4667
6,210.1.46.243,210.1.46.243,4.496,13.75,100.4667
7,202.183.160.18,202.183.160.18,21.777,13.75,100.4667
8,203.208.192.177,203.208.192.177,59.754,1.2855,103.8565
9,ge-4-0-2-0.sngtp-cr1.ix.singtel.com,203.208.149.62,59.954,1.2855,103.8565
10,ae0-0.sngtp-cr2.ix.singtel.com,203.208.183.58,65.956,1.2855,103.8565
11,so-2-1-0-0.plapx-cr3.ix.singtel.com,203.208.182.114,230.971,1.2855,103.8565
12,ae0-0.plapx-cr2.ix.singtel.com,203.208.154.173,242.101,1.2855,103.8565
13,ge-1-0-1-0.plapx-dr1.ix.singtel.com,203.208.172.189,231.480,1.2855,103.8565
14,so4-1-0-622M.ar2.PAO2.gblx.net,208.50.13.165,*,37.751,-97.822
15,MYSPACE-COM.ge4-1.ar2.LAX2.gblx.net,64.209.93.102,315.298,37.751,-97.822
16,vl342.cs2.lax1.myspace.com,204.16.35.137,327.166,34.0995,-118.4143
17,vl3552.cs2.els2.myspace.com,216.178.35.77,*,34.538,-118.4032
18,*,*,*,,
19,*,*,*,,
20,*,*,*,,
21,*,*,*,,
22,*,*,*,,
23,*,*,*,,
24,*,*,*,,
25,*,*,*,,
26,*,*,*,,
27,*,*,*,,
28,*,*,*,,
29,*,*,*,,
30,*,*,*,,
31,*,*,*,,
32,*,*,*,,
33,vl3552.cs2.els2.myspace.com,216.178.35.77,307.846,34.538,-118.4032
