1,200.27.109.193,200.27.109.193,3,-33.4378,-70.6503
2,192.168.127.165,,4,,
3,Vlan20.cr2.Santiago.ip.telmexchile.cl,200.27.5.161,3,-33.4625,-70.6682
4,200.27.5.241,,4,,
5,bbint-santgo-starosa-2-pto-0-3.uninet.net.mx,201.125.234.65,4,19.4371,-99.0111
6,inet-cal-onewilshire-3-pos10-2.uninet.net.mx,201.125.224.49,135,19.4371,-99.0111
7,12.86.240.9,,150,,
8,tbr2.la2ca.ip.att.net,12.122.104.90,149,37.751,-97.822
9,ggr2.la2ca.ip.att.net,12.123.222.29,150,37.751,-97.822
10,205.171.1.9,,*,,
11,los-core-02.inet.qwest.net,205.171.32.13,179,40.7769,-73.9813
12,jfk-core-01.inet.qwest.net,67.14.5.2,190,37.751,-97.822
13,nyc-edge-01.inet.qwest.net,205.171.30.34,190,40.7143,-74.006
14,65-118-195-131.dia.static.qwest.net,65.118.195.131,190,37.751,-97.822
