1,ge-0-3-0.3.gw01.registro.br,200.160.2.253,0.523,-22.8305,-43.2192
2,c-BRT-P5-0-0-spopa302.brasiltelecom.net.br,200.169.193.1,1.038,-22.8305,-43.2192
3,74.125.51.1,74.125.51.1,16.473,37.4192,-122.0574
4,209.85.249.232,209.85.249.232,13.011,37.751,-97.822
5,209.85.249.199,209.85.249.199,144.809,37.751,-97.822
6,216.239.46.227,216.239.46.227,144.083,37.3688,-122.0363
7,72.14.233.116,72.14.233.116,214.311,37.4192,-122.0574
8,66.249.95.210,66.249.95.210,190.705,37.4192,-122.0574
9,72.14.233.37,72.14.233.37,197.022,37.4192,-122.0574
10,209.85.250.67,209.85.250.67,195.071,37.751,-97.822
11,72.14.233.14,72.14.233.14,205.708,37.4192,-122.0574
12,po-in-f103.google.com,72.14.253.103,195.811,41.2307,-96.1178
