1,ge.m20.access.science.belnet.net,193.190.198.3,0.311,50.85,4.35
2,oc48.m160.core.science.belnet.net,193.191.1.65,0.373,50.4333,5.4667
3,oc192.m320.ext.science.belnet.net,193.191.1.2,0.414,50.4333,5.4667
4,gi4-0.brubb2.MolendeekBrussels.opentransit.net,193.251.254.133,0.465,48.8582,2.3387
5,po4-0.brubb1.Brussels.opentransit.net,193.251.241.113,0.723,48.8582,2.3387
6,*,*,*,,
7,po11-0.ashcr1.Ashburn.opentransit.net,193.251.240.82,85.166,48.8582,2.3387
8,microsoft.GW.opentransit.net,193.251.248.38,84.161,48.8582,2.3387
9,ge-0-3-0-57.ash-64cb-1b.ntwk.msn.net,207.46.41.57,82.489,47.6801,-122.1206
10,so-7-2-0-0.tuk-64cb-1a.ntwk.msn.net,207.46.34.53,162.658,47.6801,-122.1206
11,ge-0-0-0-0.tuk-64cb-1b.ntwk.msn.net,207.46.41.74,165.041,47.6801,-122.1206
12,*,*,*,,
13,207.68.173.76,207.68.173.76,159.096,47.6801,-122.1206
