1,ge.m20.access.science.belnet.net,193.190.198.3,0.277,50.85,4.35
2,oc48.m160.core.science.belnet.net,193.191.1.65,0.480,50.4333,5.4667
3,oc192.m320.ext.science.belnet.net,193.191.1.2,0.376,50.4333,5.4667
4,gi4-0.brubb2.MolendeekBrussels.opentransit.net,193.251.254.133,0.542,48.8582,2.3387
5,po4-0.brubb1.Brussels.opentransit.net,193.251.241.113,0.726,48.8582,2.3387
6,so-0-3-0-0.loncr4.London.opentransit.net,193.251.241.194,10.421,48.8582,2.3387
7,ge-1-3-0-0.loncr5.London.opentransit.net,193.251.242.181,10.623,48.8582,2.3387
8,level3-1.GW.opentransit.net,193.251.254.98,9.067,48.8582,2.3387
9,ae-0-55.bbr1.London1.Level3.net,4.68.116.129,8.995,37.751,-97.822
10,as-1-0.bbr1.Frankfurt1.Level3.net,212.187.128.62,19.319,50.8333,-0.15
11,ae-13-51.car3.Frankfurt1.Level3.net,4.68.118.17,19.340,37.751,-97.822
12,rapidshare.com,195.122.131.250,19.501,51.4964,-0.1224
