1,vl405.dist1-1.ewr.datapipe.net,64.106.131.210,0.633,40.7209,-74.0468
2,core3,64.106.128.19,0.420,40.7209,-74.0468
3,fc1-colo24,63.146.101.10,0.426,37.751,-97.822
4,cntr-02.ewr.qwest.net,63.146.100.73,0.424,37.751,-97.822
5,ewr-core-02.inet.qwest.net,205.171.17.149,0.429,37.751,-97.822
6,snj-core-02.inet.qwest.net,67.14.1.58,70.803,37.751,-97.822
7,sjp-brdr-01.inet.qwest.net,205.171.233.30,120.193,37.751,-97.822
8,205.171.1.6,205.171.1.6,138.917,37.751,-97.822
9,202.97.51.73,202.97.51.73,252.120,34.7725,113.7266
10,202.97.33.89,202.97.33.89,252.346,34.7725,113.7266
11,61.152.86.17,61.152.86.17,246.824,31.0456,121.3997
12,61.152.87.158,61.152.87.158,252.655,31.0456,121.3997
13,222.72.243.250,222.72.243.250,252.997,31.0456,121.3997
