1,v867.m7i.transip.net,80.69.67.220,10.275,52.3824,4.8995
2,core2.m5.transip.net,80.69.67.221,0.409,52.3824,4.8995
3,e1-0-3-3.0.flagtel.com,62.216.144.13,10.322,51.4964,-0.1224
4,so-1-2-0.0.cjr02.ldn001.flagtel.com,62.216.128.185,23.559,51.4964,-0.1224
5,so-1-3-0.0.cjr02.ldn004.flagtel.com,62.216.128.198,23.830,51.4964,-0.1224
6,195.66.224.125,195.66.224.125,23.742,51.5142,-0.0931
7,209.85.252.40,209.85.252.40,23.739,37.751,-97.822
8,72.14.236.216,72.14.236.216,96.627,37.4192,-122.0574
9,216.239.46.227,216.239.46.227,106.946,37.3688,-122.0363
10,72.14.232.96,72.14.232.96,177.824,37.4192,-122.0574
11,72.14.233.56,72.14.233.56,180.675,37.4192,-122.0574
12,66.249.95.210,66.249.95.210,179.089,37.4192,-122.0574
13,72.14.233.52,72.14.233.52,178.046,37.4192,-122.0574
14,72.14.233.29,72.14.233.29,184.321,37.4192,-122.0574
15,216.239.47.58,216.239.47.58,185.192,37.3688,-122.0363
16,pq-in-f87.google.com,209.85.141.87,182.727,37.751,-97.822
