1,v867.m7i.transip.net,80.69.67.220,3.672,52.3824,4.8995
2,adm-b3-geth1-1-1-100.telia.net,213.248.72.197,0.632,47,8
3,adm-bb1-link.telia.net,80.91.254.126,0.998,47,8
4,adm-b1-link.telia.net,80.91.254.225,0.875,47,8
5,p16-0-0-0.r23.amstnl02.nl.bb.gin.ntt.net,129.250.9.221,9.526,39.6237,-104.8738
6,p64-1-1-0.r20.asbnva01.us.bb.gin.ntt.net,129.250.3.252,97.758,39.6237,-104.8738
7,as-0.r20.snjsca04.us.bb.gin.ntt.net,129.250.4.21,169.440,39.6237,-104.8738
8,ae-1.r21.plalca01.us.bb.gin.ntt.net,129.250.5.32,169.798,39.6237,-104.8738
9,xe-4-1.r04.plalca01.us.bb.gin.ntt.net,129.250.4.122,169.956,39.6237,-104.8738
10,xe-4-3.r04.plalca01.us.ce.gin.ntt.net,140.174.21.2,169.613,39.6237,-104.8738
11,v526.bsw01.sctm.tfbnw.net,204.15.21.125,170.362,37.3762,-122.1826
12,www-b.facebook.com,204.15.20.26,178.148,37.3762,-122.1826
