1,v867.m7i.transip.net,80.69.67.220,0.583,52.3824,4.8995
2,adm-b3-geth1-1-1-100.telia.net,213.248.72.197,0.864,47,8
3,adm-bb2-link.telia.net,80.91.254.130,1.011,47,8
4,ldn-bb1-pos7-0-0.telia.net,213.248.65.149,8.522,47,8
5,nyk-bb2-pos7-0-0.telia.net,213.248.65.210,76.405,47,8
6,sjo-bb1-link.telia.net,80.91.254.177,144.580,47,8
7,china-network-112129-sjo-bb1.telia.net,213.248.86.42,145.932,47,8
8,219.158.25.17,219.158.25.17,324.988,34.7725,113.7266
9,219.158.3.201,219.158.3.201,325.621,34.7725,113.7266
10,219.158.4.185,219.158.4.185,441.441,34.7725,113.7266
11,219.158.8.234,219.158.8.234,445.414,34.7725,113.7266
12,202.99.66.170,202.99.66.170,444.133,39.1422,117.1767
13,60.28.31.126,60.28.31.126,439.675,39.1422,117.1767
14,60.28.31.106,60.28.31.106,445.928,39.1422,117.1767
15,60.28.253.254,60.28.253.254,452.617,39.1422,117.1767
16,*,*,*,,
17,*,*,*,,
18,*,*,*,,
19,*,*,*,,
20,*,*,*,,
21,*,*,*,,
22,*,*,*,,
23,*,*,*,,
24,*,*,*,,
25,*,*,*,,
26,*,*,*,,
27,*,*,*,,
28,*,*,*,,
29,*,*,*,,
30,*,*,*,,
