1,unix-gate.physics.carleton.ca,134.117.14.1,1.040,45.399,-75.6871
2,10.50.254.3,10.50.254.3,0.645,0,0
3,10.30.34.1,10.30.34.1,0.651,0,0
4,10.30.53.1,10.30.53.1,0.636,0,0
5,134.117.254.241,134.117.254.241,0.825,45.399,-75.6871
6,10.30.57.1,10.30.57.1,1.298,0,0
7,AL-7304-GigE0-1978.telecomottawa.net,142.46.196.129,1.329,45.2854,-75.8928
8,tol-gw.hydroone.com,142.46.130.9,1.548,43.6564,-79.386
9,142.46.128.5,142.46.128.5,7.429,43.6564,-79.386
10,ge-1-1-0.ar1.YYZ1.gblx.net,64.212.16.81,7.243,37.751,-97.822
11,te1-2-10G.ar2.SJC2.gblx.net,67.17.109.106,70.746,37.751,-97.822
12,FACEBOOK-INC.ge-5-3-1.ar1.SJC2.gblx.net,64.215.26.170,70.502,37.751,-97.822
13,v531.bsw02.sctm.tfbnw.net,204.15.21.97,89.205,37.3762,-122.1826
14,www-b.facebook.com,204.15.20.26,76.696,37.3762,-122.1826
