1,adsl-63-205-183-126.dsl.snfc21.pacbell.net,63.205.183.126,0.587,37.751,-97.822
2,adsl-67-119-102-97.dsl.snfc21.pacbell.net,67.119.102.97,17.632,37.751,-97.822
3,dist1-vlan60.snfc21.pbi.net,216.102.187.130,24.325,37.751,-97.822
4,bb1-10g2-0.snfcca.sbcglobal.net,216.102.176.224,23.497,37.751,-97.822
5,151.164.95.242,151.164.95.242,24.756,32.9722,-96.7376
6,gar7.sffca.ip.att.net,12.122.79.101,26.003,37.751,-97.822
7,tbr1.sffca.ip.att.net,12.122.85.134,37.294,37.751,-97.822
8,tbr1.la2ca.ip.att.net,12.122.10.26,90.376,37.751,-97.822
9,gar1.lsrca.ip.att.net,12.123.222.97,33.055,37.751,-97.822
10,12.119.9.50,12.119.9.50,195.201,32.746,-96.9978
11,219.158.8.214,219.158.8.214,197.273,34.7725,113.7266
12,219.158.8.61,219.158.8.61,214.639,34.7725,113.7266
13,219.158.8.62,219.158.8.62,235.202,34.7725,113.7266
14,202.99.66.170,202.99.66.170,235.187,39.1422,117.1767
15,60.28.31.126,60.28.31.126,237.002,39.1422,117.1767
16,60.28.31.106,60.28.31.106,233.669,39.1422,117.1767
17,60.28.253.254,60.28.253.254,235.029,39.1422,117.1767
18,*,*,*,,
19,*,*,*,,
20,*,*,*,,
21,*,*,*,,
22,*,*,*,,
23,*,*,*,,
24,*,*,*,,
25,*,*,*,,
26,*,*,*,,
27,*,*,*,,
28,*,*,*,,
29,*,*,*,,
30,*,*,*,,
