1,router7301,201.219.64.1,0.355,-37.15,-56.8833
2,201.219.64.254,201.219.64.254,2.497,-37.15,-56.8833
3,200.3.91.153,200.3.91.153,6.872,-34.6033,-58.3817
4,mun01rt-pos1-5-2.tasf.telecom.net.ar,200.3.32.65,134.620,-34.6033,-58.3817
5,host90.200-3-81.telecom.net.ar,200.3.81.90,143.514,-34.6033,-58.3817
6,mia2-telecom-argentina-10-ar.mia.seabone.net,195.22.199.5,147.515,43.1479,12.1097
7,mia1-mia5-racc1.mia.seabone.net,195.22.199.217,142.037,43.1479,12.1097
8,POS1-0.IG2.MIA4.ALTE.ET,157.130.75.33,143.453,35.3292,-87.2717
9,0.so-0-0-0.XL1.MIA4.ALTE.ET,152.63.7.213,148.379,37.751,-97.822
10,0.ge-7-1-0.XT1.LAX7.ALTE.ET,152.63.10.141,227.218,37.751,-97.822
11,GigE6-0-0.IG2.LAX7.ALTE.ET,152.63.118.33,232.095,37.751,-97.822
12,cnc-gw.customer.alter.net,157.130.224.142,432.259,34.1444,-118.8935
13,,,,,
14,202.96.12.162,202.96.12.162,439.831,39.9289,116.3883
15,61.148.3.34,61.148.3.34,450.969,39.9289,116.3883
16,202.106.43.66,202.106.43.66,432.828,39.9289,116.3883
