1,net84-253-128-001,84.253.128.1,0.368,41.9,12.4833
2,89-97-241-241.ip19.fastwebnet.it,89.97.241.241,0.349,41.8919,12.5113
3,81-208-53-197.ip.fastwebnet.it,81.208.53.197,11.495,41.8919,12.5113
4,89.96.200.29,89.96.200.29,134.149,45.4667,9.2
5,89.96.200.29,89.96.200.29,200.133,45.4667,9.2
6,81-208-50-114.ip.fastwebnet.it,81.208.50.114,21.175,41.8919,12.5113
7,p5-0.core01.mrs01.atlas.cogentco.com,130.117.0.57,29.060,47,8
8,p14-0.core02.par01.atlas.cogentco.com,130.117.2.197,31.848,47,8
9,p12-0.core01.par01.atlas.cogentco.com,130.117.0.117,32.130,47,8
10,p14-0.core02.dca01.atlas.cogentco.com,66.28.4.206,226.164,41.9759,-87.7016
11,t3-1.mpd01.dca01.atlas.cogentco.com,154.54.5.50,236.978,37.751,-97.822
12,t8-1.mpd01.dca02.atlas.cogentco.com,154.54.1.70,227.525,37.751,-97.822
13,t2-4.mpd01.iad01.atlas.cogentco.com,154.54.2.50,240.079,37.751,-97.822
14,youtube.demarc.cogentco.com,38.112.2.142,116.759,43.6748,-79.4839
15,*,*,*,,
16,*,*,*,,
17,*,*,*,,
18,*,*,*,,
19,*,*,*,,
20,*,*,*,,
21,208.65.153.253,208.65.153.253,180.977,37.751,-97.822
